Hero_ID,Position1,Position2,Position3,Position4,Position5
1,1.0772373816452753e-07,0.018313143211707846,1.0772373816452753e-07,0.01465053611411391,0.9670361052267018
2,0.06092312447072667,0.7300511008372305,0.01839322448094889,0.007042801011008201,0.18358974920008575
3,0.13455802102088632,4.271669646156245e-07,4.271669646156245e-07,0.8611690278320635,0.00427209681312086
4,4.280812755109685e-07,0.14768846813255962,4.280812755109685e-07,4.280812755109685e-07,0.8523102476236137
5,0.0007874289545801374,1.312162897150704e-07,0.17504266169619362,0.8241696469166468,1.312162897150704e-07
6,0.009158483968724589,0.9900699941820137,0.0007713290411023613,9.640407962784168e-08,9.640407962784168e-08
7,0.3402036307947089,0.34847205004670456,0.2824445281938117,0.0197724267391092,0.009107364225665533
8,8.99846621143426e-08,0.0039594151176931885,0.0019797525511776517,0.0019797525511776517,0.9920809897952894
9,0.20962326592384747,0.004103129333150565,0.5546434589300084,0.21279372175147165,0.01883642406152176
10,0.0464121259189086,0.009143628967807309,1.1574067376118416e-07,0.00011585641443494533,0.9443282729581752
11,0.37033427686790793,0.020723660200463644,0.0020609680384222465,0.001316750252819369,0.6055643446403868
12,1.2698404635933565e-07,0.0022858398185144012,1.2698404635933565e-07,0.003682664328467093,0.9940312418849258
13,0.7810053229572902,0.048075617109853176,0.0022122089572268414,0.001769796659934626,0.16693705431569505
14,0.01618048335946347,0.18593390914459323,0.6378565069086658,0.07509182199656579,0.08493727859071167
15,0.377897692068852,0.6221020286276749,9.3101157666345e-08,9.3101157666345e-08,9.3101157666345e-08
16,0.18900578723144343,0.592466249633102,0.008144200637596475,0.029521836576456437,0.18086192592140155
17,0.7766836762063509,0.03793837078953058,0.00044253929734581495,0.00918050592826793,0.1757549077785047
18,3.5435798306523196e-07,0.04500381820726753,3.5435798306523196e-07,0.020553117375766518,0.9344423557009999
19,0.32527192405418953,0.184706901186937,0.3378726861263653,0.020427400631055553,0.1317210880014526
20,0.0024587149572680217,0.20180290739304713,0.37574249565407125,0.35013301563919724,0.06986286635641635
21,0.0013902921330113235,0.44880311629499625,0.3993592240814724,0.1208897724583618,0.02955759503215817
22,0.37149786538202023,0.04267844477099141,0.051456924048877445,0.48234951328468745,0.05201725251342336
23,0.5916996095052081,2.677372587185291e-07,0.13922364227089384,0.001071216772132835,0.26800526371450634
25,0.7561035033564762,0.03009958009328246,1.2918219275145796e-07,0.08371019008513751,0.13008659728291092
26,0.002592685915338145,0.022577556827925668,0.32602351571148436,0.6474018452517432,0.0014043962935086167
27,0.001518697077307765,0.007593105735997657,0.3480447285285077,0.641229858945587,0.0016136097125997947
28,0.16712205878753483,0.6828321477503713,0.0021631362914752436,1.13843286746763e-07,0.14788254332733186
29,0.27782951339468087,0.7163712766018036,0.0056954511258925505,0.00010365532584895625,1.0355177407488138e-07
30,9.464315036761764e-08,0.01523764185233681,0.01883408156630628,0.9651709420921152,0.0007572398460913087
31,0.024334207444382156,0.005132375394931689,0.14467748664831134,0.8253249157928874,0.0005310147194873377
32,0.6929519348284845,0.21561433637105526,0.05213537839222111,0.02515087090533022,0.01414747950290869
33,0.09033552202066662,0.6429971538517675,0.14990147948426136,3.9447653949400493e-07,0.11676545016676494
34,0.7013628697972174,0.074258320562694,1.6038479520064536e-07,0.09542911352917918,0.12894953572611406
35,0.6405695319883159,0.005354174485213412,0.20658652056444055,0.027073529107218348,0.12041624385481166
36,0.5447861258079776,0.22797436313432576,0.0012602114563627761,0.008505823529442649,0.21747347607189116
37,0.0010047996177720373,0.0006699036225141647,0.10593887813190547,0.8830092191285894,0.009377199499218855
38,0.6560175651721937,1.7268159844448415e-07,1.7268159844448415e-07,0.04368861708805293,0.30029347237655635
39,6.594129049083729e-08,0.31322119577276764,0.39723039985809433,0.010814437581787807,0.2787339008460597
40,1.0560771696709421e-07,0.09927135955678552,0.8938638220172024,1.0560771696709421e-07,0.006864607210578091
41,0.02765909063366792,0.8872250590069438,1.4257189722562214e-07,0.08511556521559364,1.4257189722562214e-07
42,0.03294255934295066,0.42525552126837873,0.0029950049974981313,0.003494130903255673,0.5353127834879168
43,0.5905267206470933,3.359080686797637e-07,0.246892766387695,3.359080686797637e-07,0.1625798411490743
44,1.32872619670064e-07,0.000398750731629862,0.020728261541149654,0.0013288590693203099,0.9775439957852805
45,0.13105793244146371,0.041167481543145465,0.20557581347601162,0.6167269193239717,0.005471853215407484
46,0.07156128982169635,1.687762288808195e-07,0.015696358062145095,0.0006752736917521589,0.9120669096481775
47,1.229255544403476e-07,0.5665640033411166,0.09686545982454835,0.002950336232122783,0.33362007767665786
48,0.9923922597563901,0.0019365131836008409,0.00013845080328436836,0.005532637944233786,1.3831249079357482e-07
49,0.2396009414634467,0.2100508092877759,0.0011294926317592397,0.0001884056197952006,0.5490303509972227
50,0.00020165169052005385,0.04532650551318945,0.3559627760246011,0.5975016141200503,0.0010074526516391502
51,0.00664864758894682,0.029492133061598137,0.6880323150082551,0.2758267338674276,1.7047377218396504e-07
52,0.6410204535949574,0.08755599147169198,0.057190893078527295,0.0035396762856964546,0.21069298556912666
53,0.48643391027553273,0.12638432559224416,0.2165005422892149,0.17068108341563992,1.384273681981117e-07
54,0.002272914514285498,0.000947158193978983,1.8939376004378783e-07,0.01704562779770095,0.9797341101002746
55,0.05957722834847343,0.7349651031038332,0.04064632336769664,5.56791322964023e-07,0.16481078838867375
56,0.12462645714960292,9.962138891144205e-08,0.007073218234101297,0.010759209623824654,0.8575410153710822
57,0.013454159779856796,0.6235380211630698,1.2573863589926072e-07,0.2415440453011157,0.12146364801732173
58,0.1379909411346965,0.13452674790199798,0.02655939214956077,0.6951486860603752,0.0057742327533696495
